key,en,es,zh
TOWERDEFENSE_ZOMBIE_JACKSONX_EXPRESTION,,,精英舞王僵尸和人类（在世或者不朽的）如有雷同，纯属巧合。
TOWERDEFENSE_PLANT_GARGANTUARSHROOM_NAME,Gargantuar Shroom,Gargantuar Shroom,红眼菇
TOWERDEFENSE_PLANT_PEACAT_EXPRESTION,,,猫尾草和豌豆居然也喝醉了！？
TOWERDEFENSE_PLANT_PUMPKINFIRE_HANDBOOK_STORY,,,南瓜头最近迷上了恶灵骑士，他准备在万圣节装扮成他的偶像，“我感觉我燃起来了！”南瓜头说道。其实他不知道，南瓜头本身就是万圣节的装饰。
MAP_FRONTLAWN_NIGHT_EMPTY_BIG,"Front Yard (Night,Empty,Big Map)","Front Yard (Night,Empty,Big Map)",前院(夜晚裸地大地图)
<!MissingKey:睡莲从不抱怨，它也从来不想知道发生了什么事。在它身上种植物，它也不会说什么。难道，它有什么惊奇想法或者可怕的秘密？没人知道。睡莲把这些都埋藏在心底。>,,,睡莲从不抱怨，它也从来不想知道发生了什么事。在它身上种植物，它也不会说什么。难道，它有什么惊奇想法或者可怕的秘密？没人知道。睡莲把这些都埋藏在心底。
TOWERDEFENSE_PLANT_THREEPEATER_EXPRESTION,,,三线射手可以在三条线上同时射出豌豆。
TOWERDEFENSE_PLANT_PEALILYPAD_HANDBOOK_STORY,,,豌豆睡莲从不抱怨，它也从来不想知道发生了什么事。在它身上种植物，它也不会说什么。难道它有什么惊奇想法或者可怕的秘密？没人知道，豌豆睡莲把这些都埋藏在心底。
TOWERDEFENSE_PLANT_PEASHOOTERSINGLE_NAME,PeashooterSingle,PeashooterSingle,豌豆射手
TOWERDEFENSE_ZOMBIE_SQUASH_HANDBOOK_STORY,,,"压扁一株植物总共分几步？窝瓜僵尸答：两步。
第一步，冲到随便一个什么植物面前；第二步，“嗯？！”"
TOWERDEFENSE_ZOMBIE_SNORKLE_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]快[/color]
特点：[color=cc241d]潜水避开直线攻击，遇到植物时会上浮啃咬并暴露自己[/color]"
INGAME_ROCK,LET'S ROCK!,LET'S ROCK!,一起摇滚吧!
TOWERDEFENSE_PLANT_PEAWELL_EXPRESTION,,,豌豆许愿池可以不断进行360度全方位攻击。
TOWERDEFENSE_ZOMBIE_DARKFOOTBALL_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]3000 + 270[/color]
伤害：[color=cc241d]200/s[/color]
佩戴：[color=cc241d]黑橄榄头盔（一类）[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]快[/color]
弱点：[color=441D62]磁力菇[/color]"
TOWERDEFENSE_PLANT_JALAPENO_EXPRESTION,,,火爆辣椒可以摧毁一整条线上的敌人。
TOWERDEFENSE_PLANT_JALAPENO_NAME,Jalapeno,Jalapeno,火爆辣椒
LEVEL1_1_TUTORIAL_1,,,点击卡槽中的植物，然后点击草坪种植！
TOWERDEFENSE_ZOMBIE_BALLOONCOLOUR_NAME,Colorful Balloon Zombie,Colorful Balloon Zombie,多彩气球僵尸
TOWERDEFENSE_ZOMBIE_YETIDIGGER_HANDBOOK_STORY,,,在寒冷的雪山上不停的挖矿，直到自己头发灰白。他之前在沙漠采金矿就丢了一只靴子，这下好了，两只全丢了。他不得不找矿工僵尸又借了一双新鞋子。
LEVEL1_1_TUTORIAL_2,,,干得漂亮！点击收集掉落的阳光！
<!MissingKey:“你很幸运，我是和你一伙的，”毁灭菇说，“我能摧毁任何你所害怕的东西，小菜一碟。”>,,,“你很幸运，我是和你一伙的，”毁灭菇说，“我能摧毁任何你所害怕的东西，小菜一碟。”
TOWERDEFENSE_ZOMBIE_NORMAL_NAME,Normal Zombie,Normal Zombie,普通僵尸
<!MissingKey:蹦极僵尸>,Digger Zombie,Digger Zombie,蹦极僵尸
LEVEL1_1_TUTORIAL_3,,,继续种植豌豆向日葵，抵挡僵尸的进攻吧！
TOWERDEFENSE_PLANT_HYPNOSHROOM_HANDBOOK_STORY,,,魅惑菇声称：“僵尸们是我们的朋友，他们在我们的生态环境里扮演着重要角色。我们应当更努力地让他们学会用我们的方式来思考。”
<!MissingKey:墓碑吞噬者用来吃掉墓碑。>,,,墓碑吞噬者用来吃掉墓碑。
TOWERDEFENSE_PLANT_ICENUT_CUSTOM_1_ACCESS,,,每日挑战 2025/8月 累计完成28天
TOWERDEFENSE_PLANT_SUNBOMB_CUSTOM_1_NAME,,,活力双子
BGM_LOONBOON,Loonboon,Loonboon,小游戏
TOWERDEFENSE_PLANT_CORNTROP_NAME,Corntrop,Corntrop,玉米地刺
<!MissingKey:韧性：[color=cc241d]300[/color]>,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/1.5s[/color]
范围：[color=cc241d]前方三格[/color]
特性：[color=C71585]白天会睡觉[/color]"
TOWERDEFENSE_ZOMBIE_FOOTBALL_HANDBOOK_STORY,,,在球场上，橄榄球僵尸表现出110%的激情。他善于与队友合作，进攻防守样样在行，虽然他完全不知道橄榄球是什么。
MAP_FRONTLAWN_NIGHT_THREEPART,"Front Yard (Night,Three Part)","Front Yard (Night,Three Part)",前院(夜晚三分)
<!MissingKey:减速效果>,Slow down Buff,Slow down Buff,减速效果
INGAME_DIFFICULT,Difficulty:%s,Difficulty:%s,难度:%s
TOWERDEFENSE_PLANT_PEALILYPAD_NAME,Pea waterlily,Pea waterlily,豌豆睡莲
TOWERDEFENSE_PLANT_PLANTERNSIX_HANDBOOK_STORY,,,“6”号路灯花说圣诞节之后是很重要的日子——也就是2“6”日那天——可她忘了缘由，并为此哭红了眼睛。“那是在1893年，他的生日。”智慧树回答道，“正如路灯花一样，他有着火热的内心，并照亮了植物们前行的路。”
TOWERDEFENSE_ZOMBIE_SEADEMON_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]4000[/color]
伤害：[color=cc241d]300/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特性：[color=C71585]免疫常规海草与魅惑效果、免疫控制效果[/color]
特点：[color=cc241d]每15秒在本行和上下两行召唤3只缠绕潜水僵尸（每行一只）[/color]"
TOWERDEFENSE_ZOMBIE_POLEVAULTING_EXPRESTION,,,撑杆僵尸运用标杆跃过障碍物。
TOWERDEFENSE_ZOMBIE_PEASHOOTER_NAME,Peashooter,Peashooter,豌豆僵尸
TOWERDEFENSE_ZOMBIE_DUCK_NAME,Yellow Duck Zombie,Yellow Duck Zombie,小黄鸭僵尸
<!MissingKey:特点：植物会生成单格或多格火焰特效并附加[color=cc241d]火焰伤害[/color]即为火焰效果。>,,,"特点：植物会生成单格或多格火焰特效并附加[color=cc241d]火焰伤害[/color]即为火焰效果。
进阶：当对一整行或一竖列造成1800点以上的火焰伤害，当达到或大于以上要求则视为火爆辣椒效果，并可清除冰道与冰球。
互斥：当拥有冻结或减速效果的僵尸会立即解除其效果
强化：对红温状态的敌人造成的伤害更高"
NPC_TALK_LEVEL2_1_TUTORIAL_4,,,多多种植你获得的小盆菇吧！
NPC_TALK_LEVEL2_1_TUTORIAL_5,,,还有什么比免费更便宜呢？祝你好运！
SHOP_NPC_TALK_COINCOLLECT,,,吸金磁的场外支援，能帮你自动拾取掉落的钱币！
NPC_TALK_LEVEL2_1_TUTORIAL_1,,,现在是黑夜了，伙计！
NPC_TALK_LEVEL2_1_TUTORIAL_2,,,这意味着你不能从天上获得阳光了！
NPC_TALK_LEVEL2_1_TUTORIAL_3,,,但这难不倒你，对吧？
TOWERDEFENSE_SHOVEL_DIAMOND_EXPRESTION,,,移除场地上的植物返还大量阳光！
TOWERDEFENSE_ZOMBIE_JALAPENO_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500[/color]
伤害：[color=cc241d]100/s（啃食） 1800（火爆辣椒）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]出场一段时间后释放火爆辣椒效果，烧掉你的植物并消失[/color]"
<!MissingKey:“我以前那份没前途的工作，是为一个面包房生产酵母孢，”大喷菇说。“然后小喷菇，上帝保佑它，告诉了我这个喷杀僵尸的机会。现在我真觉得自己完全不同了。”>,,,“我以前那份没前途的工作，是为一个面包房生产酵母孢，”大喷菇说。“然后小喷菇，上帝保佑它，告诉了我这个喷杀僵尸的机会。现在我真觉得自己完全不同了。”
TOWERDEFENSE_PLANT_MELONPULT_EXPRESTION,,,西瓜投手可以对成群的僵尸造成巨大伤害。
NPC_TALK_LEVEL1_5_TUTORIAL_5,,,现在，打了好久僵尸，我们也该放松一下了。
NPC_TALK_LEVEL1_5_TUTORIAL_4,,,我猜你以后会遇见更多神奇的铲子！
NPC_TALK_LEVEL1_5_TUTORIAL_7,,,我会借给你更多的杂交坚果，你来试试看他们是否趁手！
TOWERDEFENSE_PLANT_RECACTUS_HANDBOOK_STORY,,,仙人掌热爱拥抱，可她的外表连铠甲鼠都趋之若鹜。“不管人们如何议论，总之我爱她”双发射手说道，“这是我和她的爱情结晶。”
TOWERDEFENSE_ZOMBIE_DOLPHINRIDER_NAME,Snorkel Zombie,Snorkel Zombie,海豚骑士僵尸
NPC_TALK_LEVEL1_5_TUTORIAL_6,,,我们来玩保龄球吧！
NPC_TALK_LEVEL1_5_TUTORIAL_1,,,哟，伙计，你刚刚获得了一把新的铲子！
BGM_FIREMODE,FireMode,FireMode,射击模式
TOWERDEFENSE_PLANT_MELONPULTSPIKE_CUSTOM_1_STORY,,,“又一场接舷战吗？你来搭跳板，我负责砸他们的脑袋！”
NPC_TALK_LEVEL1_5_TUTORIAL_3,,,喔，它返还了阳光！
TOWERDEFENSE_PLANT_GARGANTUARSHROOM_HANDBOOK_STORY,,,"这株植物是戴夫活捉了一只红眼巨人研究出来的，他的身上早就没有魅惑菇的半点特征了。在僵尸吃掉红眼菇的时候，那巨人的冤魂便会寄生到那个僵尸里为戴夫战斗…“
你们在干什么？”豌豆射手打开灯。“这只是一个发霉的魅惑菇而已啦！”"
NPC_TALK_LEVEL1_5_TUTORIAL_2,,,铲掉那几株豌豆向日葵试试吧，看看它有什么作用！
NPC_TALK_LEVEL1_5_TUTORIAL_9,,,因为我疯——掉啦！
NPC_TALK_LEVEL1_5_TUTORIAL_8,,,为什么我们要用杂交坚果打保龄球？
TOWERDEFENSE_ZOMBIE_BACKUP_NAME,DancerZombie,Dancer Zombie,舞者僵尸
TOWERDEFENSE_ZOMBIE_GARGANTUARZOMBONI_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]3000[/color]
伤害：[color=cc241d]即死（碾压）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]大型车类僵尸[/color]
速度：[color=cc241d]慢[/color]
亡语：[color=cc241d]原地召唤一个伽刚特尔[/color]"
MAP_FRONTLAWN_THREEPART,Front Yard (Three Part),Front Yard (Three Part),前院(三分)
TOWERDEFENSE_PLANT_FIRETALLNUT_NAME,Cold Fire TallNut,Cold Fire TallNut,冰炬高坚果
TOWERDEFENSE_PLANT_TABOODOOMSHROOM_HANDBOOK_STORY,,,哪有什么爆炸的无限伤害，禁忌毁灭菇只是趁着烟雾未散尽之时把僵尸拖入地底。“没有人能发现我的魔术。”禁忌毁灭菇洋洋得意的说，只是他忘了把坑埋起来。
TOWERDEFENSE_ZOMBIE_CONEHEAD_HANDBOOK_STORY,,,和其他僵尸一样，路障头僵尸盲目地向前。但某些事物却使他停下脚步，捡起一个交通路障，并固定在自己的脑袋上——是的，他很喜欢参加聚会。
INGAME_RESELECT,RESELECT LAST CARD,RESELECT LAST CARD,重选上次卡片
TOWERDEFENSE_SHOVEL_COLD_HANDBOOK_STORY,,,据说是从某个冰淇淋小摊淘来的铲子。
TOWERDEFENSE_PLANT_POT_EXPRESTION,,,花盆可以让你在屋顶上种植植物。
TOWERDEFENSE_ZOMBIE_CAT_NAME,Zombie Cat,Zombie Cat,猫战士僵尸
TOWERDEFENSE_PLANT_PUMPKINFIREICE_EXPRESTION,,,冰焰南瓜头是火焰南瓜头的远房表哥
INGAME_VIEW,VIEW GRASS,VIEW GRASS,查看草坪
TOWERDEFENSE_PLANT_SUNSHROOM_CUSTOM_2_ACCESS,,,商店购买（价格5000）
TOWERDEFENSE_PLANT_SUNSHROOM_HANDBOOK_STORY,,,绚丽的帽子给了向日葵更高的颜值，在植物走秀界和服装界一炮走红。当然，他也要回归本质，给植物提供阳光，让他们作战。阳光向日葵这么想着，完全没有听到他身后的植物说：“你挡我们视线了，走开啦！”
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_HANDBOOK_STORY,,,这是向日葵中最爱晒太阳的一只，被给予了王冠，成为了向日葵女王。“现在我可以随时吃免费的奶酪烧烤三明治了。”向日葵女王说。
TOWERDEFENSE_PLANT_PUFFPOT_CUSTOM_1_STORY,,,天青色等烟雨，而我在等你~
TOWERDEFENSE_PLANT_ICESUNSHROOM_NAME,Ice Sunshroom,Ice Sunshroom,寒光菇
TOWERDEFENSE_PLANT_ICETALLNUT_NAME,Ice TallNut,Ice TallNut,高冰果
TOWERDEFENSE_PLANT_JALACHERRYBOMB_HANDBOOK_STORY,,,“我要‘爆’了！”“不，应该是我要‘炸’了！”樱桃炸弹两兄弟在“爆炸”这个词上争论许久——不过火“爆”辣椒的出现平息了这场争论。
LEVLE_EVENT_GRAVESTONE_SPAWN_ZOMBIE,GravestoneSpawnZombie,GravestoneSpawnZombie,墓碑产生僵尸
SHOP_NPC_TALK_PLANT_GARGANTUARSHROOM_CUSTOM_0,,,红眼菇的皮肤！你可以在图鉴装扮你的植物！
<!MissingKey:火焰效果>,Fire Buff,Fire Buff,火焰效果
TOWERDEFENSE_PLANT_CHOMPERBLOW_EXPRESTION,,,怎么还把吸尘器搬出来了？
TOWERDEFENSE_PLANT_PEACAT_CUSTOM_1_STORY,,,他还是不太喜欢这顶猫耳睡帽，但看在这套衣服很舒适的份上，还是穿着吧。
TOWERDEFENSE_ZOMBIE_BALLOON_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]40 + 270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]气球（特殊）[/color]
类型：[color=cc241d]飞行僵尸[/color]
移速：[color=cc241d]慢[/color]
特点：[color=cc241d]无[/color]
弱点：[color=441D62]仙人掌、三叶草[/color]"
TOWERDEFENSE_PLANT_SUNFLOWERPEA_NAME,SunflowerPea,SunflowerPea,豌豆向日葵
MAP_OUTSIDE_BACKYARD,Outside Back Yard,Outside Back Yard,外部后院
TOWERDEFENSE_PLANT_SUNBEAN_NAME,SunBean,SunBean,阳光豆
TOWERDEFENSE_PLANT_FIRETALLNUT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]8000[/color]
威力：[color=cc241d]40/1.5s（对靠近的僵尸）[/color]
范围：[color=cc241d]自身所在格[/color]
特性：[color=C71585]阻挡僵尸跳跃、点燃豌豆为冰焰豌豆、紫卡植物[/color]
特点1：[color=cc241d]点燃豌豆为冰焰豌豆（40伤害，25%单格溅射伤害），对靠近的僵尸每1.5秒造成40点冰焰伤害[/color]
特点2：[color=cc241d]种在冰炬树桩上会返还75阳光[/color]
紫卡植物：[color=0000FF]需要种植在火炬坚果或冰炬树桩上[/color]"
TOWERDEFENSE_ZOMBIE_GARGANTUAR_PRESENTBOX_NAME,Gargantuar presentbox,Gargantuar presentbox,礼盒伽刚特尔
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_CUSTOM_1_NAME,,,偶像歌手
TOWERDEFENSE_ZOMBIE_DIGGER_NAME,Digger Zombie,Digger Zombie,矿工僵尸
TOWERDEFENSE_PLANT_PUFFPOT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/1.5s[/color]
范围：[color=cc241d]前方三格[/color]
特性：[color=C71585]白天会睡觉、可在裸地上承载植物[/color]"
<!MissingKey:注册>,REGISTER,REGISTER,注册
MAP_FRONTLAWN_EMPTY_BIG,"Front Yard (Day,Empty,Big Map)","Front Yard (Day,Empty,Big Map)",前院(白天裸地大地图)
TOWERDEFENSE_PLANT_PUMPKINFIRE_NAME,Fire Pumpkin,Fire Pumpkin,火焰南瓜头
TOWERDEFENSE_PLANT_SNOWWOOD_CUSTOM_1_STORY,,,常年燃烧着幽灵般冷冽的火焰…
TOWERDEFENSE_PLANT_GATLINGPOT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20*4/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特性：[color=C71585]可在裸地上承载植物、紫卡植物[/color]
紫卡植物：[color=0000FF]需要种植在任意花盆上[/color]"
LOGIN_ERROR_EMAIL_EMPTY,Email is empty,Email is empty,邮箱为空
TOWERDEFENSE_PLANT_MELONPULTSPIKE_NAME,Melon Pult Spike,Melon Pult Spike,地刺西瓜投手
TOWERDEFENSE_ZOMBIE_IMP_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]超小型僵尸[/color]
速度：[color=cc241d]慢[/color]"
TOWERDEFENSE_ZOMBIE_DUCKRIDER_EXPRESTION,,,骑鸭僵尸能够承载一个僵尸，踩过你的植物。
SHOP_OPEN,,,"你获得了金币，现在商店开启了！
你可以在商店购买你所需要的物品！"
TOWERDEFENSE_PLANT_GATLINGCAT_EXPRESTION,,,这机枪又是哪路高手来的？！
TOWERDEFENSE_ZOMBIE_GARGANTUAR_REDEYE_NAME,Gargantuar,Gargantuar,暴走伽刚特尔
TOWERDEFENSE_PLANT_SNOWPEA_HANDBOOK_STORY,,,人们经常告诉寒冰射手他是多么“冷酷”，或者告诫他要“冷静”。他们叫他要“保持镇静”。寒冰射手只是转转他的眼睛，其实他都听见了。
TOWERDEFENSE_PLANT_SCAREDYSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特性：[color=C71585]白天会睡觉[/color]
特点：[color=cc241d]以自身为圆心周围约1.5格内有僵尸时会躲起来停止攻击[/color]"
TOWERDEFENSE_PLANT_MELONPULT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]80/3s[/color]
范围：[color=cc241d]前方一行[/color]
特点：[color=cc241d]投掷无视屋面角度[/color]"
TOWERDEFENSE_ZOMBIE_YETIDIGGER_EXPRESTION,,,雪人僵尸改行挖钻石了！
PLAYERS_MORDEN_BACKYARD_LEVEL_NAME,Swimming Pool Defense 3 - {LevelNumber},Swimming Pool Defense 3 - {LevelNumber},泳池防守3 - {LevelNumber}
TOWERDEFENSE_PLANT_MELONPULTSPIKE_HANDBOOK_STORY,,,据说地刺西瓜投手在汽车维修领域有着独到的见解：“很简单，直接把旧车报废、买辆新的，能解决百分之百的问题。”
TOWERDEFENSE_ZOMBIE_JACKSON_HANDBOOK_STORY,,,舞王僵尸发布的最新唱片“抓住脑子啃啊啃”在僵尸界的人气正急速飙升。
TOWERDEFENSE_ZOMBIE_BALLOONCOLOUR_EXPRESTION,,,超级加倍的气球僵尸！
BGM_ROOF_NIGHT,Roof Night,Roof Night,屋顶(夜晚)
LEVLE_EVENT_GRAVESTONE_CREATE_RANDOM,GravestoneCreateRandom,GravestoneCreateRandom,随机位置创建墓碑
TOWERDEFENSE_ZOMBIE_SHIELDARMOR_NAME,Zombie Shield,Zombie Shield,防爆门僵尸
TOWERDEFENSE_PLANT_ICENUT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]4000[/color]
威力：[color=cc241d]20×2/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特点：[color=cc241d]每次发射2枚寒冰豌豆，对命中的僵尸造成15秒减速（不可叠加）[/color]
亡语：[color=cc241d]冻结3×3范围内的僵尸8秒[/color]"
TOWERDEFENSE_PLANT_FIRESNOWPEA_EXPRESTION,,,冰火裂荚射手能向两边同时发射冰豆和火球
LOAD_BGM,Load BGM,Load BGM,加载音乐
TOWERDEFENSE_PLANT_SUNFLOWERPEA_CUSTOM_1_STORY,,,天使与恶魔并不一定针锋相对，有时他们也会并肩而行。
TOWERDEFENSE_PLANT_PEAWELL_NAME,Pea Wish Pool,Pea Wish Pool,豌豆许愿池
TOWERDEFENSE_PLANT_ICENUT_CUSTOM_1_NAME,,,战神之子
TOWERDEFENSE_ZOMBIE_WILDPEA_NAME,Wild Gun Zombie,Wild Gun Zombie,狂野机枪僵尸
LEVLE_EVENT_MAP_CHANGE,MapChange,MapChange,切换地图
TOWERDEFENSE_PLANT_MELONPULT_NAME,Watermelon pitcher,Watermelon pitcher,西瓜投手
TOWERDEFENSE_PLANT_RECACTUS_NAME,ReCactus,ReCactus,双发仙人掌
TOWERDEFENSE_ZOMBIE_JACKSON_NAME,Dancing Zombie,Dancing Zombie,舞王僵尸
TOWERDEFENSE_PLANT_SUNFLOWERPEA_CUSTOM_1_ACCESS,,,每日挑战 2025/6月 累计完成4天
TOWERDEFENSE_SHOVEL_JALAPENO_EXPRESTION,,,移除植物时释放一行火焰！
TOWERDEFENSE_ZOMBIE_ZOMBONI_EXPRESTION,,,雪橇车僵尸碾过你的植物，并留下一条冰道。
PLAYERS_TRIP_TO_MODERN,{UserName}'s House,{UserName}'s House,{UserName}的房子
<!MissingKey:韧性：[color=cc241d]300[/color]>,,,"韧性：[color=cc241d]300[/color]
特性：[color=C71585]可在水上承载植物[/color]"
TOWERDEFENSE_PLANT_TANGLEKELPH_HANDBOOK_STORY,,,水下的海草确实具有迷惑性，溺水者常常觉得它不足以将他们困于水中，但这也造就了悲剧的发生。“我也不想的，但他们只会一直往前游，我可怜他们，就把他们放回去了。”
TOWERDEFENSE_ZOMBIE_SQUASH_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]即死（压扁）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]快[/color]
特点：[color=cc241d]用脑袋压扁碰到的第一株植物[/color]"
TOWERDEFENSE_PLANT_TANGLEKELP_EXPRESTION,,,缠绕海藻能够拖僵尸下水.
<!MissingKey:寒冰菇皱着眉头，倒不是因为它不高兴或不满意，只是因为，它儿时因受创伤而遗留下了面瘫。>,,,寒冰菇皱着眉头，倒不是因为它不高兴或不满意，只是因为，它儿时因受创伤而遗留下了面瘫。
TOWERDEFENSE_PLANT_SCAREDYSHROOM_NAME,Timid mushroom,Timid mushroom,胆小菇
TOWERDEFENSE_ZOMBIE_SLEEP_NAME,Sleep Zombie,Sleep Zombie,小摔哥僵尸
<!MissingKey:寒冰菇>,Ice Mushroom,Ice Mushroom,寒冰菇
TOWERDEFENSE_ZOMBIE_JALAPENO_EXPRESTION,,,火爆辣椒僵尸具有强大的杀伤力！
TOWERDEFENSE_ZOMBIE_DUCKRIDER_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]800 + 270[/color]
伤害：[color=cc241d]即死（碾压） / 100/s（啃食）[/color]
佩戴：[color=cc241d]大黄鸭（二类）+ 铁桶（一类）/ 路障（一类）[/color]
类型：[color=cc241d]车类僵尸，失去大黄鸭后变为小型僵尸[/color]
特点：[color=cc241d]骑鸭僵尸概率会佩戴铁桶和路障，在骑乘状态下会碾压碰到的所有植物，并能承载一个遇到的小型僵尸[/color]
亡语：[color=cc241d]骑乘和被承载的僵尸脱离大黄鸭继续前行[/color]"
TOWERDEFENSE_PLANT_SNOWWOOD_CUSTOM_1_ACCESS,,,每日挑战 2025/9月 累计完成28天
TOWERDEFENSE_SHOVEL_DIAMOND_HANDBOOK_EXPRESTION,,,特点：[color=cc241d]铲掉植物时回收30%阳光[/color]
