key,en,es,zh
TOWERDEFENSE_PLANT_SQUASH_HANDBOOK_STORY,,,“我准备好了！”窝瓜大吼道，“干吧！算我一份；没人比我厉害，我就是你要的人！来啊！还等什么？要的就是这个。”
MAP_BACKYARD_NIGHT_FULL,"Back Yard (Night,Full Pool)","Back Yard (Night,Full Pool)",后院(夜晚全泳池)
<!MissingKey:一. 全新关卡：>,,,"一. 全新关卡：
开放挑战模式选项，并新增狂野机枪射手、向日葵女王、高冰果的挑战关卡
二. 全新植物：
游戏内紫卡新增机枪花盆（它将在狂野机枪挑战3通关后获得）商店新增紫卡商品：冰焰南瓜头
三. 游戏调整：
无
四. 皮肤更新：
商店新增了红眼菇、骄阳睡莲、向日葵女王、狂野机枪射手的皮肤售卖；豌豆睡莲、海坚果、地刺西瓜投手、冰炬树桩新增为9月每日挑战皮肤奖励
五. 全新僵尸和防具变种:
游戏内新增了机枪海豚骑士、潜水海豚僵尸、骑鸭僵尸、缠绕潜水僵尸、猫战士僵尸、海妖僵尸，并为潜水海豚僵尸、海妖僵尸、缠绕潜水僵尸添加了一类防具变种
（如若遇到游戏卡顿，请尝试降低帧率）
六. 游戏优化与修复情况:
优化了游戏部分地方的文本说明。
对于玩家反馈的多项BUG进行了修复，如若存在未修复BUG，请尽快在官方群中反馈。
我们的下个版本会尽快到来，敬请期待"
TOWERDEFENSE_PLANT_PEASHOOTER_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20x2/1.5s[/color]
范围：[color=cc241d]前方一行[/color]"
TOWERDEFENSE_SHOVEL_COLD_HANDBOOK_EXPRESTION,,,特点：[color=cc241d]铲掉植物时向前发射寒冰豌豆，数量为该植物价格的10%（向下取整）[/color]
TOWERDEFENSE_PLANT_GRAVEMINE_HANDBOOK_STORY,,,"“每次都是这样，为什么要让我来打扫杂草。”
“不如你每次都带上我吧，这样就不需要再打扫一遍那个地方了。”土豆地雷对墓碑吞噬者说道。"
TOWERDEFENSE_ZOMBIE_DOLPHINRIDER_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500[/color]
伤害：[color=cc241d]150/s（挥砍）或 100/s（啃食）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]快，跳跃后慢[/color]
特点：[color=cc241d]骑乘海豚跃过碰到的第一株植物，随后丢弃海豚[/color]
弱点：[color=441D62]高坚果[/color]"
<!MissingKey:火焰伤害>,Fire Damage,Fire Damage,火焰伤害
TOWERDEFENSE_PLANT_MAGNETMINE_HANDBOOK_STORY,,,"某天晚上，土豆雷梦见自己获得了把僵尸传送到头顶的超能力…
他将其视为预言并为此努力，现在这副样子只是其中一种尝试。"
TOWERDEFENSE_ZOMBIE_BUCKETHEAD_HANDBOOK_STORY,,,铁桶头僵尸经常戴着水桶，在冷漠的世界里显得独一无二。但事实上，他只是忘记了那铁桶还在他头上而已。
TOWERDEFENSE_PLANT_PEAPOT_EXPRESTION,,,豌豆花盆是你的一道花盆防线！
TOWERDEFENSE_ZOMBIE_JACKSONX_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1000[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]快（出场），而后慢（召唤后）[/color]
特点：[color=cc241d]每次召唤伴舞前先召唤一只迪斯科僵尸，再和迪斯科僵尸一同召唤各自的伴舞[/color]"
TOWERDEFENSE_PLANT_RECACTUS_CUSTOM_1_ACCESS,,,每日挑战 2025/7月 累计完成28天
TOWERDEFENSE_ZOMBIE_CONEHEAD_EXPRESTION,,,他的路障头盔，使他比普通僵尸更能承受伤害
TOWERDEFENSE_ZOMBIE_LADDER_NAME,Escalator Zombie,Escalator Zombie,扶梯僵尸
TOWERDEFENSE_ZOMBIE_ARMORED_GARGANTUAR_NAME,Armored Gargantuar,Armored Gargantuar,武装伽刚特尔
TOWERDEFENSE_PLANT_GATLINGCAT_NAME,Gatling PeaCat,Gatling PeaCat,机枪香蒲
TOWERDEFENSE_MOWER_SUN_HANDBOOK_STORY,,,这是小推车帮你申请的备用应急阳光。或许你可以直接弃车把它当作启动资金？
TOWERDEFENSE_PLANT_SUNSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
生产：[color=cc241d]25阳光/25秒，长大后变为50阳光/25秒[/color]
特点：[color=cc241d]需要60秒时间成长[/color]"
TOWERDEFENSE_ZOMBIE_GARGANTUARZOMBONI_EXPRESTION,,,雪橇车巨人僵尸碾过你的植物，并留下一条冰道。
TOWERDEFENSE_PLANT_WINTERMELONSHROOM_NAME,WinterMelon Mushroom,WinterMelon Mushroom,冰瓜大喷菇
TOWERDEFENSE_PLANT_THREEPEATER_NAME,Three-line shooter,Three-line shooter,三线射手
TOWERDEFENSE_PLANT_WILDPEA_NAME,WildPea,WildPea,狂野机枪射手
TOWERDEFENSE_PLANT_CHOMPERBLOW_HANDBOOK_STORY,,,"戴夫把三叶草的扇叶装到了大嘴花头上，并宣称自己发明了利用僵尸生物能的风扇。
对此大嘴花并不在意，反正他只要有东西吃就够了。“快到我嘴里来！”"
TOWERDEFENSE_PLANT_SUNPAD_CUSTOM_1_STORY,,,"“这造型还能算是植物吗？”
“当然算，重点在于荷，而不在于蛋。”"
TOWERDEFENSE_ZOMBIE_DIGGER_HANDBOOK_STORY,,,矿工僵尸每周花费三天时间申请他的挖掘许可证。
TOWERDEFENSE_ZOMBIE_SLEEP_EXPRESTION,,,小摔哥僵尸讨厌早八！
TOWERDEFENSE_ZOMBIE_SLEEP_HANDBOOK_STORY,,,“我的雪橇在哪里？就没有企鹅和摩托车帮我吗？哦，至少雪怪还是有的。”小摔哥僵尸说完，就继续沉浸在梦乡里，殊不知他的床下一秒就要被打破了
TOWERDEFENSE_PLANT_PUFFPOT_EXPRESTION,,,免费的蘑菇，免费的花盆。
BGM_ROOF,Roof,Roof,屋顶(白天)
TOWERDEFENSE_ZOMBIE_POLESTRIKER_HANDBOOK_STORY,,,"橄榄撑杆僵尸曾向他的体育教练咨询自己未来的发展方向。
“你的橄榄球和撑杆跳技术都只能拿50分，所以…”
“等下，我没叫你把这两项运动结合！”"
TOWERDEFENSE_PLANT_SNOWSHROOM_CUSTOM_1_NAME,,,寒霜剑客
TOWERDEFENSE_MOWER_DEFAULT_NAME,Default Mower,Default Mower,草坪小推车
TOWERDEFENSE_SHOVEL_DEFAULT_HANDBOOK_EXPRESTION,,,特点：[color=cc241d]无[/color]
TOWERDEFENSE_PLANT_GATLINGCAT_HANDBOOK_STORY,,,“军用头盔？早扔了。戴夫说现在这招叫'战术萌化'——显然我的射速快了20%，这还真有用。”
<!MissingKey:红温效果>,,,红温效果
TOWERDEFENSE_ZOMBIE_GATLINGPEA_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s（啃食） + 20x4/次（射击）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]当前方有非低矮植物时每次能发射4颗豌豆攻击你的植物[/color]"
TOWERDEFENSE_PLANT_ICENUT_CUSTOM_1_STORY,,,他坚信自己有朝一日会成长，变得更加强大可靠。
REGIST_FAILD,Registration failed,Registration failed,注册失败!
<!MissingKey:音乐>,Music,Music,音乐
TOWERDEFENSE_SHOVEL_GOLD_NAME,Gold Shovel,Gold Shovel,金铲
TOWERDEFENSE_PLANT_JALACHERRYBOMB_EXPRESTION,,,樱桃辣椒可以摧毁三条线上的敌人。
TOWERDEFENSE_ZOMBIE_JACKBOX_NAME,Toy Box Zombie,Toy Box Zombie,玩具匣僵尸
TOWERDEFENSE_PLANT_SUNBEAN_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
特性：[color=C71585]悬浮植物、唤醒本格植物[/color]
特点1：[color=cc241d]每25秒生产15阳光
60秒后长大，每25秒生产25阳光[/color]"
TOWERDEFENSE_PLANT_SEANUT_CUSTOM_1_NAME,,,假日清凉
TOWERDEFENSE_ZOMBIE_GATLINGPEA_NAME,Machine Gun Zombie,Machine Gun Zombie,机枪僵尸
TOWERDEFENSE_PLANT_ICESUNMINE_NAME,Ice SunMine,Ice SunMine,寒光土豆雷
TOWERDEFENSE_PLANT_GRAVEMINE_NAME,GraveMine,GraveMine,墓碑埋雷者
<!MissingKey:小喷菇>,Little Puffcap,Little Puffcap,小喷菇
TOWERDEFENSE_PLANT_PEAPOT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/3s[/color]
范围：[color=cc241d]前方一行[/color]
特性：[color=C71585]可在裸地上承载植物[/color]"
TOWERDEFENSE_ZOMBIE_JACKSON_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]2200 + 500[/color]
伤害：[color=cc241d]100/s[/color]
可能佩戴：[color=cc241d]黑橄榄头盔（一类）[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]快（出场），而后慢（召唤后）[/color]
特点：[color=cc241d]入场后原地召唤4名伴舞僵尸（佩戴黑橄榄头盔时召唤路障伴舞僵尸）[/color]"
TOWERDEFENSE_PLANT_SUNSHROOM_CUSTOM_1_NAME,,,小红帽
TOWERDEFENSE_ZOMBIE_DISCO_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]快（出场），而后慢（召唤后）[/color]
特点：[color=cc241d]入场后原地召唤4名舞者僵尸[/color]"
MAP_FRONTLAWN_NIGHT_EMPTY,"Front Yard (Night,Empty)","Front Yard (Night,Empty)",前院(夜晚裸地)
TOWERDEFENSE_ZOMBIE_GARGANTUAR_NAME,Gargantuar,Gargantuar,伽刚特尔
TOWERDEFENSE_SHOVEL_COLD_NAME,Cold Shovel,Cold Shovel,寒冰铲
TOWERDEFENSE_PLANT_JALANUT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]4000[/color]
反伤：[color=cc241d]40/1.5s（火焰伤害）[/color]
特性：[color=C71585]赋予红温、亡语清除冰道与冰球[/color]
特点：[color=cc241d]使啃咬自己的僵尸每1.5秒受到40点火焰伤害，抵消减速与冻结；并使其暂时进入红温状态，直至结束啃咬[/color]
亡语：[color=cc241d]释放一次火爆辣椒效果[/color]
红温状态：[color=cc241d]该状态下的僵尸受到的火焰伤害翻倍[/color]"
TOWERDEFENSE_MOWER_DEFAULT_EXPRESTION,,,默认的陆地小推车
NPC_TALK_LEVEL3_11_TUTORIAL_2,,,这是镇上最大的露天泳池，而且跟咱们只有几条街的距离！
NPC_TALK_LEVEL3_11_TUTORIAL_3,,,太赞了！我每年夏天都会来这晒日光浴！
NPC_TALK_LEVEL3_11_TUTORIAL_1,,,夏天果然还是要玩水，对吧？
NPC_TALK_LEVEL3_11_TUTORIAL_6,,,拿上杂交植物，把这个泳池收复回来吧！
BGM_FRONTLAWN_NIGHT,Front Yard Night,Front Yard Night,前院(夜晚)
NPC_TALK_LEVEL3_11_TUTORIAL_4,,,唉，可惜，听说这里最近被僵尸侵占了。
NPC_TALK_LEVEL3_11_TUTORIAL_5,,,所以我把你拉来了，我们的僵尸对抗专家！
<!MissingKey:大嘴花可以一口吞掉一整只僵尸，但是他们消化僵尸的时候很脆弱。>,,,大嘴花可以一口吞掉一整只僵尸，但是他们消化僵尸的时候很脆弱。
TOWERDEFENSE_PLANT_GATLINGPEA_EXPRESTION,,,机枪射手可以一次发射四颗豌豆
TOWERDEFENSE_ZOMBIE_DANCERFIRE_EXPRESTION,,,火焰舞者僵尸也燃起来了！
TOWERDEFENSE_PLANT_FIRETALLNUT_HANDBOOK_STORY,,,显而易见，冰炬高坚果承担着比他兄弟更加“坚炬”的任务，但他有着一颗与外表相反的温暖内心。他喜欢别人叫自己“冰糕”，这个称呼对那些既想吃冰品又想喝热饮的孩子们太友好了。
TOWERDEFENSE_PLANT_HYPNOGARLIC_NAME,HypnoGarlic,HypnoGarlic,魅惑大蒜
TOWERDEFENSE_ZOMBIE_DOLPHINSN_NAME,Snorkel Zombie,Snorkel Zombie,潜水海豚僵尸
TOWERDEFENSE_PLANT_PEAWELL_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]2000[/color]
威力：[color=cc241d]20*36/3s[/color]
范围：[color=cc241d]360度[/color]
特性：[color=C71585]两栖植物[/color]
特点：[color=cc241d]每3秒自动发射一圈共计36颗豌豆（每颗间隔10度）[/color]"
SHOP_NPC_TALK_PLANT_SUNPAD_CUSTOM_0,,,骄阳睡莲的皮肤！你可以在图鉴装扮你的植物！
TOWERDEFENSE_PLANT_DOOMTANGLEKELP_HANDBOOK_STORY,,,其实缠绕水草本就是一个毁灭菇，只是他之前不小心跌进水里被水草缠住了。
LEVEL1_2_TUTORIAL_1,,,请先种植豌豆向日葵，以获取足够的阳光！
LEVLE_EVENT_CREATE_PROTAL,CreateProtal,CreateProtal,创建传送门
BGM_FRONTLAWN,Front Yard (Day),Front Yard (Day),前院(白天)
TOWERDEFENSE_PLANT_SQUASH_NAME,Squash,Squash,窝瓜
TOWERDEFENSE_PLANT_TANGLEKELP_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]即死[/color]
范围：[color=cc241d]单格[/color]
特性：[color=C71585]只能种在水中[/color]
特点：[color=cc241d]将靠近的一只僵尸拉下水，然后消失[/color]"
LEVEL1_2_TUTORIAL_2,,,请至少种植3株豌豆向日葵！
TOWERDEFENSE_PLANT_WINTERMELONSHROOM_CUSTOM_1_STORY,,,纯天然冰镇西瓜汁！只要300阳光！
TOWERDEFENSE_PLANT_JALANUT_HANDBOOK_STORY,,,火爆坚果总是把辣椒背在身上，仿佛这是非常宝贵的东西。“这是我珍贵的战友！”火爆坚果这么说，但实际上那只是普通的辣椒。
MAP_FRONTLAWN_BIG,"Front Yard (Day,Big Map)","Front Yard (Day,Big Map)",前院(白天大地图)
START_GAME,Start,Start,开始游戏
TOWERDEFENSE_ZOMBIE_POLESTRIKER_EXPRESTION,,,橄榄球和撑杆，强强联合！
TOWERDEFENSE_ZOMBIE_PRESENTBOX_EXPRESTION,,,盒子里藏着别样的惊喜。
TOWERDEFENSE_PLANT_WINTERMELONSHROOM_CUSTOM_1_ACCESS,,,商店购买（价格5000）
TOWERDEFENSE_ZOMBIE_SEADEMON_EXPRESTION,,,水中精英，能召唤缠绕潜水僵尸作战。
TOWERDEFENSE_PLANT_FIRESNOWPEA_HANDBOOK_STORY,,,"“走，去桑拿房！”“不，去冰箱！”冰火裂荚射手每天都在为去哪个房间睡觉而烦恼。
“不过两个头烤出来的水蒸气确实适合用于桑拿房。”戴夫评价道。"
TOWERDEFENSE_PLANT_SEANUT_NAME,Sea Nut,Sea Nut,海坚果
TOWERDEFENSE_ZOMBIE_BALLOONCOLOUR_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]40*6 + 270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]多彩气球（特殊）[/color]
类型：[color=cc241d]飞行僵尸[/color]
移速：[color=cc241d]非常慢[/color]
特点：[color=cc241d]初始拥有6个气球，气球每次只会被击落一个
每被击落一个气球，飞行移速都会加快20%
失去全部气球后落地[/color]
弱点：[color=441D62]仙人掌、三叶草[/color]"
TOWERDEFENSE_PLANT_SNOWSHROOM_CUSTOM_1_ACCESS,,,商店购买（价格8000）
TOWERDEFENSE_PLANT_PEACAT_CUSTOM_1_ACCESS,,,商店购买（价格5000）
TOWERDEFENSE_PLANT_SUNSHROOM_EXPRESTION,,,会长大的向日葵，阳光产量No.2！
TOWERDEFENSE_PLANT_THREEPEATER_HANDBOOK_STORY,,,三线射手喜欢读书、下棋和在公园里傻坐着，他也喜欢演出，特别是现代爵士乐。“我正在寻找我生命中的另一半，”他说。三线射手最爱的数字是5。
SHOP_NPC_TALK_POYREPLACEMENT,,,花盆替换术，能让你直接替换种植不同种类的花盆！对睡莲同样有效哦！
TOWERDEFENSE_ZOMBIE_BUCKETHEAD_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1100 + 270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]铁桶（一类）[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]慢[/color]
弱点：[color=441D62]磁力菇[/color]"
<!MissingKey:特点：植物爆炸使僵尸受到伤害即视为爆炸伤害>,,,"特点：植物爆炸使僵尸受到伤害即视为爆炸伤害
互斥：无
惧怕：防爆门"
TOWERDEFENSE_ZOMBIE_NEWSPAPER_EXPRESTION,,,他的报纸只能提供有限的防御。
TOWERDEFENSE_PLANT_PRESENTBOX_HANDBOOK_STORY,,,“如你所见，我是一个盒子。”随机植物盒子说，“我里面有些种子，你可能会找到杂交种子，因为它们在里面打拳击（boxing）。至于为什么能开出玉米加农炮……”盒子迟疑了一下。“因为他是被挤出来的。”
TOWERDEFENSE_ZOMBIE_JACKBOX_EXPRESTION,,,这只僵尸带着个会爆炸的潘多拉匣子。
LOAD_TUTORIAL,Load tutorial,Load tutorial,加载教程
TOWERDEFENSE_SHOVEL_DEFAULT_EXPRESTION,,,移除植物，无特殊效果。
TOWERDEFENSE_ZOMBIE_LADDER_HANDBOOK_STORY,,,这架梯子花了他八块九毛九。
BGM_ULTIMATE_BATTLE,Ultimate Battle,Ultimate Battle,传送带
MAP_FRONTLAWN_NIGHT,Front Yard (Night),Front Yard (Night),前院(夜晚)
<!MissingKey:小喷菇是免费的，不过射程很近。>,,,小喷菇是免费的，不过射程很近。
TOWERDEFENSE_PLANT_SNOWSHROOM_HANDBOOK_STORY,,,“冬天来了，春天还会远吗？”雪花冰川菇渴望春天的到来，身为寒带地区的植物，他一年大部分时间里都生活在冰雪世界。也许他并不喜欢寒冷，因为他总会在一年中最温暖的时候拉上自己的好友出去钓鱼。其实他还是寒冰射手的启蒙老师。
TOWERDEFENSE_PLANT_MAGNETMINE_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]1800[/color]
范围：[color=cc241d]单格[/color]
特点1：[color=cc241d]种下后需要5秒准备时间[/color]
特点2：[color=cc241d]出土后僵尸触碰会爆炸，产生单格1800点伤害。若其3*3范围内存在携带金属防具的僵尸，则立即将符合条件的僵尸吸引到自身所在格子并爆炸[/color]"
TOWERDEFENSE_PLANT_PEACAT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20×2/1.5s[/color]
范围：[color=cc241d]全屏追踪[/color]
特性：[color=cc241d]两栖植物[/color]
特点：[color=cc241d]攻击可以追踪空中僵尸[/color]"
<!MissingKey:特点：[color=cc241d]铲掉植物时，生成一个磁力旋涡，全屏吸取僵尸铁器并销毁（优先吸取距离最近的），吸取数量为该植物价格÷50（向下取整）[/color]>,,,特点：[color=cc241d]铲掉植物时，生成一个磁力旋涡，全屏吸取僵尸铁器并销毁（优先吸取距离最近的），吸取数量为该植物价格÷50（向下取整）[/color]
TOWERDEFENSE_PLANT_SUNPAD_CUSTOM_1_ACCESS,,,商店购买（价格5000）
TOWERDEFENSE_ZOMBIE_NORMAL_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]慢[/color]"
TOWERDEFENSE_ZOMBIE_LADDER_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500 + 500[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]扶梯（二类）[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]快，而后慢（放下梯子后）[/color]
特点：[color=cc241d]放下梯子让僵尸们爬过面前的植物[/color]
弱点：[color=441D62]穿透和磁力菇[/color]"
MAP_BACKYARD,Back Yard (Day),Back Yard (Day),后院(白天)
TOWERDEFENSE_PLANT_WALLNUT_HANDBOOK_STORY,,,坚果：“人们想知道，经常被僵尸啃的感觉怎样？他们不知道，我有限的感官，只能让我感到一种麻麻的感觉，像是，令人放松的背部按摩。”
TOWERDEFENSE_PLANT_PEALILYPAD_CUSTOM_1_NAME,,,热水袋
AWARD_COLLECTABLE_SHOVEL,You got a new shovel,You got a new shovel,你获得了一把新铲子!
BGM_CEREBRAW,Brain War,Brain War,解迷
TOWERDEFENSE_PLANT_HYPNOGARLIC_EXPRESTION,,,魅惑大蒜可以让僵尸改变前进的路线并将其魅惑。
SHOP_NPC_TALK_IDLE_1,,,感谢你对杂交版的游玩和关注！如果对游戏设计有什么建议，欢迎说给我听听哦！
SHOP_NPC_TALK_IDLE_2,,,通关遇到困难？试着买一些道具吧，适当使用道具可以让游戏更轻松哦！
SHOP_NPC_TALK_IDLE_3,,,明码标价，童叟无欺！
TOWERDEFENSE_ZOMBIE_SCREEN_DOOR_EXPRESTION,,,他的铁栅门是有效的盾牌。
SHOP_NPC_TALK_IDLE_4,,,潜艇伟伟迷的花俏小玩意！24小时全天候为您服务！
<!MissingKey:寒冰菇，能短暂的冻结屏幕上所有僵尸。>,,,寒冰菇，能短暂的冻结屏幕上所有僵尸。
<!MissingKey:磁力铲>,Magnetic shovel,Magnetic shovel,磁力铲
TOWERDEFENSE_ZOMBIE_DISCOFIRE_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1100[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]免疫减速与冻结，入场后召唤4只火焰舞者僵尸，且僵尸方的豌豆经过自己会点燃成火焰豌豆[/color]"
TOWERDEFENSE_PLANT_SNOWSHROOM_NAME,Snow Shroom,Snow Shroom,雪花寒冰菇
TOWERDEFENSE_PLANT_ICESPEARPEA_EXPRESTION,,,原版寒冰射手的升级姿态！
MAP_FRONTLAWN,Front Yard,Front Yard,前院(白天)
TOWERDEFENSE_PLANT_SCAREDYSUNSHROOM_NAME,ScaredySunShroom,ScaredySunShroom,阳光胆小菇
TOWERDEFENSE_PLANT_TANGLEKELP_HANDBOOK_STORY,,,“我是完全隐形的。”缠绕海草琢磨着，“我藏匿在水面下，没人看得到我。”尽管朋友们告诉他，他们可以清楚地看到他；缠绕海草仍坚持自己的看法。
TOWERDEFENSE_ZOMBIE_NEWSPAPER_HANDBOOK_STORY,,,读报僵尸只差一点点就完成他的数独谜题了，难怪他会暴怒。
TOWERDEFENSE_PLANT_GARGANTUARSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
特性：[color=C71585]白天会睡觉[/color]
特点：[color=cc241d]吃掉它的僵尸会变成魅惑红眼巨人，巨人锤击伤害为1800（单体）[/color]"
TOWERDEFENSE_ZOMBIE_GARGANTUAR_HANDBOOK_STORY,,,当伽刚特尔走动的时候，大地在震颤。当他悲叹的时候，其他僵尸都为之沉默。他是僵尸们梦想成为的偶像，不过他到现在还没交到女朋友。
TOWERDEFENSE_ZOMBIE_NUT_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1370[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]无[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]"
TOWERDEFENSE_PLANT_SUNMINE_CUSTOM_1_STORY,,,暗中观察.jpg
TOWERDEFENSE_PLANT_GATLINGPOT_HANDBOOK_STORY,,,机枪花盆曾经只是个普通的花盆，直到某一天他获得了这套机枪装扮。“这是抽到的，单抽出奇迹！”他如此吹嘘道，而大家要不是看见商城里打九折的装扮，可能就信了。
<!MissingKey:邮箱>,EMAIL,EMAIL,邮箱
TOWERDEFENSE_PLANT_SCAREDYSUNSHROOM_HANDBOOK_STORY,,,因为害怕黑暗而让自己的脑袋发光，殊不知僵尸也被吸引过来了。
TOWERDEFENSE_PLANT_ICETALLNUT_CUSTOM_1_NAME,,,极冰战神
TOWERDEFENSE_ZOMBIE_JACKSON_EXPRESTION,,,舞王僵尸和人类（在世或者死去的）如有雷同，纯属巧合。
